:START_ID,TYPE,:END_ID
mcro_resnet50a1in1k,mcro_hasUseCase,mcro_resnet50a1in1k-UseCase
mcro_clip-DatasetInformationSection,mcro_hasConsideration,mcro_clip-ConsiderationInformationSection2
mcro_visiontransformerbase,mcro_hasTrainingProcedure,mcro_visiontransformerbase-TrainingProcedure
mcro_whisperlargev3,mcro_hasTrainingData,mcro_whisperlargev3-TrainingData
mcro_opt-125m,mcro_hasModelDetail,mcro_opt-125m-ModelDetail
mcro_sdxl10base,mcro_hasDataset,mcro_sdxl10base-Dataset
mcro_clip,mcro_hasUseCaseInformation,mcro_clip-UseCaseInformationSection
mcro_flant5base-ModelDetail,mcro_hasModelArchitecture,mcro_flant5base-ModelArchitecture
mcro_twitterrobertabasesentiment,mcro_hasModelArchitecture,mcro_twitterrobertabasesentiment-ModelArchitecture
mcro_allmpnetbasev2,mcro_hasUseCase,mcro_allmpnetbasev2-UseCaseInformationSection
mcro_chronosboltsmall,mcro_hasIntendedUseCase,mcro_chronosboltsmall-IntendedUseCase
mcro_bertbasemodeluncased-ModelDetail,mcro_hasCitation,mcro_bertbasemodeluncased-Citation
mcro_flux1dev,mcro_hasLimitation,mcro_flux1dev-Limitation
mcro_crossencodermsmarcoMiniLML6v2,mcro_hasUseCaseInformationSection,mcro_crossencodermsmarcoMiniLML6v2-UseCase
mcro_metaLlama31,mcro_hasDataset,mcro_metaLlama31-Dataset
mcro_bertmultilingualbasemodelcased,mcro_hasTrainingData,mcro_bertmultilingualbasemodelcased-TrainingData
mcro_mixedbreadaimxbaiembedlargev1,mcro_hasLicense,mcro_mixedbreadaimxbaiembedlargev1-License
mcro_t5base,mcro_hasUseCase,mcro_t5base-UseCase
mcro_bertbasemodeluncased,mcro_hasTrainingData,mcro_bertbasemodeluncased-TrainingData
mcro_whisperlargev3,mcro_hasIntendedUseCase,mcro_whisperlargev3-IntendedUseCase
mcro_bertmultilingualbasemodelcased,mcro_hasModelDetail,mcro_bertmultilingualbasemodelcased-ModelDetail
mcro_chronos-t5-small,mcro_hasDataset,mcro_chronos-t5-small-dataset
mcro_bertmultilingualbasemodeluncased,mcro_hasDataset,mcro_bertmultilingualbasemodeluncased-Dataset
mcro_pyannotespeakerdiarization31,mcro_hasCitation,mcro_pyannotespeakerdiarization31-Citation
mcro_sentencetransformersparaphrasemultilingualMiniLML12v2,mcro_hasUseCase,mcro_sentencetransformersparaphrasemultilingualMiniLML12v2-UseCase
mcro_bartlargecnn,mcro_hasModelDetail,mcro_bartlargecnn-ModelDetail
mcro_FlagEmbedding,mcro_hasLicense,mcro_FlagEmbedding-License
mcro_clip,mcro_hasModelDetail,mcro_clip-ModelDetail
mcro_flux1dev,mcro_hasLicense,mcro_flux1dev-License
mcro_sdxl10base,mcro_hasUseCase,mcro_sdxl10base-UseCase
mcro_YOLOWorldMirror,mcro_hasDocumentation,mcro_YOLOWorldMirror-Documentation
mcro_t5base,mcro_hasCitation,mcro_t5base-Citation
mcro_bertbasemodeluncased,mcro_hasModelDetail,mcro_bertbasemodeluncased-ModelDetail
mcro_RoBERTa_base_model,mcro_hasCitation,mcro_RoBERTa_base_model-CitationInformationSection
mcro_clip-ModelDetailSection,mcro_hasVersion,mcro_clip-VersionInformationSection
mcro_stablediffusionv15modelcard,mcro_hasCitation,mcro_stablediffusionv15modelcard-Citation
mcro_CLIPViTB16LAION2B,mcro_hasLicense,mcro_CLIPViTB16LAION2B-LicenseInfo
mcro_flant5base,mcro_hasCitation,mcro_flant5base-Citation
mcro_albertbasev2-ModelDetail,mcro_hasLicense,mcro_albertbasev2-License
mcro_bertbasemodelcased-ModelDetail,mcro_hasArchitecture,mcro_bertbasemodelcased-Architecture
mcro_clip-UseCase,mcro_hasOutOfScopeUseCase,mcro_clip-OutOfScopeUseCase
mcro_allMiniLML12v2,mcro_hasModelArchitecture,mcro_allMiniLML12v2-ModelArchitectureInformationSection
mcro_jinaaijinaembeddingsv3,mcro_hasIntendedUseCase,mcro_jinaaijinaembeddingsv3-UseCaseInformationSection
mcro_BGE-M3,mcro_hasDataset,mcro_BGE-M3-Dataset
mcro_Falconsainsfwimagedetection,mcro_hasUseCase,mcro_Falconsainsfwimagedetection-UseCase
mcro_jonatasgrosmanwav2vec2largexlsr53chinesezhcn,mcro_hasModelArchitecture,mcro_jonatasgrosmanwav2vec2largexlsr53chinesezhcn-Arch
mcro_t5small,mcro_hasDataset,mcro_t5small-Dataset
mcro_clipViTbigG14laion2B-ModelParameter,mcro_hasDataset,mcro_clipViTbigG14laion2B-Dataset
mcro_jonatasgrosmanwav2vec2largexlsr53portuguese,mcro_hasCitation,mcro_jonatasgrosmanwav2vec2largexlsr53portuguese-Citation
mcro_whisperlargev3turbo,mcro_hasIntendedUseCase,mcro_whisperlargev3turbo-IntendedUseCase
mcro_Qwen257BInstruct,mcro_hasCitation,mcro_Qwen257BInstruct-Citation
mcro_Falconsainsfwimagedetection-UseCase,mcro_hasLimitation,mcro_Falconsainsfwimagedetection-Limitation
mcro_gemma3,mcro_hasConsideration,mcro_gemma3-ConsiderationSection
mcro_vitmatte,mcro_hasUseCase,mcro_vitmatte-UseCase
mcro_whisperlargev3turbo,mcro_hasModelArchitecture,mcro_whisperlargev3turbo-Architecture
mcro_visiontransformerbase,mcro_hasModelArchitecture,mcro_visiontransformerbase-ModelArchitecture
mcro_clip-Consideration,mcro_hasEthicalConsideration,mcro_clip-BiasAndFairness
mcro_multilinguale5small,mcro_hasModelArchitecture,mcro_multilinguale5small-ModelArchitectureInformationSection
mcro_vitmatte,mcro_hasModelDetail,mcro_vitmatte-ModelDetail
mcro_distilbertbasemultilingualcased,mcro_hasDataset,mcro_distilbertbasemultilingualcased-DatasetInformationSection
mcro_clip,mcro_hasQuantativeAnalysis,mcro_clip-QuantativeAnalysisSection
mcro_distilgpt2,mcro_hasIntendedUse,mcro_distilgpt2-IntendedUse
mcro_opt-125m,mcro_hasTrainingData,mcro_opt-125m-Training
mcro_mixedbreadaimxbaiembedlargev1,mcro_hasUseCase,mcro_mixedbreadaimxbaiembedlargev1-UseCase
mcro_clip,mcro_hasDataset,mcro_clip-DatasetInformationSection
mcro_distilbertbaseuncasedfinetunedsst2english,mcro_hasConsideration,mcro_distilbertbaseuncasedfinetunedsst2english-Consideration
mcro_clip-ModelDetail,mcro_hasCitation,mcro_clip-Citation
mcro_allMiniLML6v2,mcro_hasTrainingDataInformationSection,mcro_allMiniLML6v2-TrainingDataInformationSection
mcro_t5small-ModelDetails,mcro_hasLicense,mcro_t5small-License
mcro_electramodel,mcro_hasModelArchitecture,mcro_electramodel-ModelArchitecture
mcro_whisper,mcro_hasModelDetail,mcro_whisper-ModelDetail
mcro_chronosboltsmall,mcro_hasModelArchitecture,mcro_chronosboltsmall-ModelArchitecture
mcro_Salesforceblipbootstrapping,mcro_hasCitation,mcro_Salesforceblipbootstrapping-Citation
mcro_jinaaijinaembeddingsv3,mcro_hasModelArchitecture,mcro_jinaaijinaembeddingsv3-ModelArchitectureInformationSection
mcro_albertbasev2-ModelDetail,mcro_hasCitation,mcro_albertbasev2-Citation
mcro_pyannotesegmentation30,mcro_hasIntendedUseCase,mcro_pyannotesegmentation30-UseCase
mcro_Qwen25VL7BInstruct,mcro_hasModelArchitecture,mcro_Qwen25VL7BInstruct-ModelArchitecture
mcro_clip,mcro_hasModelDetail,mcro_clip-ModelDetailSection
mcro_sdxl10base-ModelDetail,mcro_hasModelArchitecture,mcro_sdxl10base-ModelArchitecture
mcro_distilgpt2,mcro_hasModelDetail,mcro_distilgpt2-ModelDetail
mcro_clip-Dataset,mcro_hasTrainingData,mcro_clip-TrainingData
mcro_vitmatte-ModelDetail,mcro_hasCitation,mcro_vitmatte-Citation
mcro_clip-ModelDetailSection,mcro_hasCitationInformation,mcro_clip-CitationInformationSection
mcro_chronos-t5-small,mcro_hasModelArchitecture,mcro_chronos-t5-small-architecture
mcro_BGE-M3,mcro_hasCitation,mcro_BGE-M3-Citation
mcro_mixedbreadaimxbaiembedlargev1,mcro_hasDataset,mcro_mixedbreadaimxbaiembedlargev1-Dataset
mcro_gpt2,mcro_hasModelDetail,mcro_gpt2-ModelDetail
mcro_allmpnetbasev2,mcro_hasTrainingData,mcro_allmpnetbasev2-TrainingDataInformationSection
mcro_gpt2-ModelDetail,mcro_hasCitation,mcro_gpt2-Citation
mcro_siglipso400mpatch14384,mcro_hasModelDetail,mcro_siglipso400mpatch14384-ModelDetail
mcro_facebookdinov2small-ModelDetail,mcro_hasLicense,mcro_facebookdinov2small-License
mcro_metaLlama31,mcro_hasModelDetail,mcro_metaLlama31-ModelDetail
mcro_bartlargecnn-ModelDetail,mcro_hasModelArchitecture,mcro_bartlargecnn-ModelArchitecture
mcro_jonatasgrosmanwav2vec2largexlsr53russian,mcro_hasCitation,mcro_jonatasgrosmanwav2vec2largexlsr53russian-Citation
mcro_clipViTbigG14laion2B,mcro_hasQuantativeAnalysis,mcro_clipViTbigG14laion2B-QuantativeAnalysis
mcro_sentencetransformersparaphrasemultilingualMiniLML12v2,mcro_hasModelArchitecture,mcro_sentencetransformersparaphrasemultilingualMiniLML12v2-Architecture
mcro_Falconsainsfwimagedetection,mcro_hasModelDetail,mcro_Falconsainsfwimagedetection-ModelDetail
mcro_mixedbreadaimxbaiembedlargev1,mcro_hasModelArchitecture,mcro_mixedbreadaimxbaiembedlargev1-ModelArchitecture
mcro_facebookdinov2small,mcro_hasModelDetail,mcro_facebookdinov2small-ModelDetail
mcro_siglipso400mpatch14384,mcro_hasUseCase,mcro_siglipso400mpatch14384-UseCase
mcro_visiontransformerbase,mcro_hasModelDetail,mcro_visiontransformerbase-ModelDetail
mcro_clip-ModelDetail,mcro_hasModelArchitecture,mcro_clip-ModelArchitecture
mcro_metaLlama31-UseCase,mcro_hasOutOfScopeUseCase,mcro_metaLlama31-OutOfScopeUseCase
mcro_distilgpt2,mcro_hasEnvironmentalImpact,mcro_distilgpt2-EnvironmentalImpact
mcro_multilinguale5small,mcro_hasBenchmark,mcro_multilinguale5small-BenchmarkResults
mcro_Salesforceblipbootstrapping,mcro_hasLicense,mcro_Salesforceblipbootstrapping-License
mcro_Falconsainsfwimagedetection-ModelDetail,mcro_hasArchitecture,mcro_Falconsainsfwimagedetection-Architecture
mcro_bertbasemodeluncased,mcro_hasIntendedUseCase,mcro_bertbasemodeluncased-IntendedUseCase
mcro_Salesforceblipimagecaptioninglarge,mcro_hasConsiderations,mcro_Salesforceblipimagecaptioninglarge-Considerations
mcro_clip,mcro_hasUseCase,mcro_clip-UseCaseInformationSection
mcro_mobilenetv3small100lambin1k,mcro_hasModelDetail,mcro_mobilenetv3small100lambin1k-ModelDetail
mcro_albertbasev2,mcro_hasIntendedUseCase,mcro_albertbasev2-UseCase
mcro_gemma3,mcro_hasUseCase,mcro_gemma3-UseCaseSection
mcro_clipViTbigG14laion2B-ModelDetailSection,mcro_hasCitation,mcro_clipViTbigG14laion2B-CitationScalingOpenCLIP
mcro_facebookdinov2small,mcro_hasUseCase,mcro_facebookdinov2small-UseCase
mcro_clip-QuantativeAnalysisSection,mcro_hasRisk,mcro_clip-RiskInformationSection
mcro_bertmultilingualbasemodeluncased,mcro_hasCitation,mcro_bertmultilingualbasemodeluncased-Citation
mcro_clinicalBERT-Bio+ClinicalBERTModel,mcro_hasUseCase,mcro_clinicalBERT-Bio+ClinicalBERTModel-UseCaseInfo
mcro_resnet18a1in1k,mcro_hasModelArchitecture,mcro_resnet18a1in1k-Architecture
mcro_unik3d,mcro_hasLibrary,mcro_unik3d-Library
mcro_siglipso400mpatch14384-Parameter,mcro_hasDataset,mcro_siglipso400mpatch14384-Dataset
mcro_jonatasgrosmanwav2vec2largexlsr53chinesezhcn,mcro_hasDataset,mcro_jonatasgrosmanwav2vec2largexlsr53chinesezhcn-Dataset
mcro_bertbasemodelcased-Evaluation,mcro_hasDataset,mcro_bertbasemodelcased-Dataset
mcro_resnet18a1in1k,mcro_hasUseCase,mcro_resnet18a1in1k-UseCase
mcro_whisper-ModelDetail,mcro_hasModelArchitecture,mcro_whisper-ModelArchitecture
mcro_distilbertbaseuncasedfinetunedsst2english,mcro_hasUseCase,mcro_distilbertbaseuncasedfinetunedsst2english-UseCase
mcro_chronosboltsmall,mcro_hasLicense,mcro_chronosboltsmall-License
mcro_bertbasemodelcased,mcro_hasTrainingData,mcro_bertbasemodelcased-TrainingData
mcro_distilbertbaseuncasedfinetunedsst2english,mcro_hasModelDetail,mcro_distilbertbaseuncasedfinetunedsst2english-ModelDetail
mcro_distilbertbasemodeluncased-ModelDetailSection,mcro_hasCitation,mcro_distilbertbasemodeluncased-CitationInformationSection
mcro_multilinguale5small,mcro_hasLimitation,mcro_multilinguale5small-LimitationInformationSection
mcro_twitterrobertabasesentiment,mcro_hasIntendedUseCase,mcro_twitterrobertabasesentiment-IntendedUseCase
mcro_Falconsainsfwimagedetection-ModelDetail,mcro_hasLicense,mcro_Falconsainsfwimagedetection-License
mcro_clipViTbigG14laion2B-ModelDetailSection,mcro_hasLicense,mcro_clipViTbigG14laion2B-License
mcro_distilbertbasemodeluncased-ModelDetailSection,mcro_hasLicense,mcro_distilbertbasemodeluncased-LicenseInformationSection
mcro_efficientnet_b3ra2in1k,mcro_hasCitation,mcro_efficientnet_b3ra2in1k-Citation-3
mcro_Falconsainsfwimagedetection,mcro_hasTrainingData,mcro_Falconsainsfwimagedetection-TrainingData
mcro_gpt2,mcro_hasEvaluation,mcro_gpt2-Evaluation
mcro_chronos-t5-small,mcro_hasUseCase,mcro_chronos-t5-small-usecase
mcro_allMiniLML12v2,mcro_hasIntendedUseCase,mcro_allMiniLML12v2-UseCaseInformationSection
mcro_clinicalBERT-Bio+ClinicalBERTModel,mcro_hasDataset,mcro_clinicalBERT-Bio+ClinicalBERTModel-DatasetInfo
mcro_bertbasemodelcased,mcro_hasEvaluation,mcro_bertbasemodelcased-Evaluation
mcro_pyannotespeakerdiarization31,mcro_hasCitation,mcro_pyannotespeakerdiarization31-Citation2
mcro_metaLlama31-ModelDetail,mcro_hasModelArchitecture,mcro_metaLlama31-ModelArchitecture
mcro_gemma3-ModelDetailSection,mcro_hasCitation,mcro_gemma3-CitationSection
mcro_chronos-t5-small,mcro_hasLicense,mcro_chronos-t5-small-license
mcro_stablediffusioninpaintingmodelcard-ModelDetail,mcro_hasModelArchitecture,mcro_stablediffusioninpaintingmodelcard-Architecture
mcro_fashionclip,mcro_hasConsideration,mcro_fashionclip-Consideration
mcro_bartlargecnn-ModelDetail,mcro_hasCitation,mcro_bartlargecnn-Citation
mcro_whisper,mcro_hasIntendedUseCase,mcro_whisper-IntendedUseCase
mcro_bertmultilingualbasemodelcased-ModelDetail,mcro_hasCitation,mcro_bertmultilingualbasemodelcased-Citation
mcro_TheBlokephi2GGUF,mcro_hasDataset,mcro_TheBlokephi2GGUF-Dataset
mcro_Salesforceblipimagecaptioninglarge,mcro_hasDataset,mcro_Salesforceblipimagecaptioninglarge-Dataset
mcro_whisperlargev3turbo,mcro_hasDataset,mcro_whisperlargev3turbo-Dataset
mcro_allmpnetbasev2,mcro_hasModelArchitecture,mcro_allmpnetbasev2-ModelArchitectureInformationSection
mcro_stablediffusioninpaintingmodelcard-TrainingData,mcro_hasDataset,mcro_stablediffusioninpaintingmodelcard-Dataset
mcro_llama318BInstructGGUF-ModelDetail,mcro_hasLicense,mcro_llama318BInstructGGUF-License
mcro_CLIPViTB16LAION2B,mcro_hasCitation,mcro_CLIPViTB16LAION2B-CitationInfo
mcro_clipViTbigG14laion2B,mcro_hasUseCase,mcro_clipViTbigG14laion2B-UseCase
mcro_albertbasev2,mcro_hasLimitation,mcro_albertbasev2-Limitation
mcro_crossencodermsmarcoMiniLML6v2,mcro_hasPerformanceMetricInformationSection,mcro_crossencodermsmarcoMiniLML6v2-Performance
mcro_TheBlokephi2GGUF,mcro_hasModelArchitecture,mcro_TheBlokephi2GGUF-ModelArchitecture
mcro_Salesforceblipbootstrapping,mcro_hasModelArchitecture,mcro_Salesforceblipbootstrapping-Architecture
mcro_sdxl10base-ModelDetail,mcro_hasCitation,mcro_sdxl10base-Citation
mcro_clipViTbigG14laion2B,mcro_hasModelDetail,mcro_clipViTbigG14laion2B-ModelDetailSection
mcro_clip,mcro_hasConsideration,mcro_clip-Consideration
mcro_dima806fairfaceageimagedetection,mcro_hasPerformanceMetric,mcro_dima806fairfaceageimagedetection-Performance
mcro_gemma3-ModelParameterSection,mcro_hasModelArchitecture,mcro_gemma3-ModelArchitectureSection
mcro_opt-125m,mcro_hasIntendedUseCase,mcro_opt-125m-IntendedUseCase
mcro_sentencetransformersusecmlmmultilingual,mcro_hasModelArchitecture,mcro_sentencetransformersusecmlmmultilingual-ModelArchitecture
mcro_TheBlokephi2GGUF,mcro_hasLimitation,mcro_TheBlokephi2GGUF-Limitation
mcro_gemma3,mcro_hasModelParameter,mcro_gemma3-ModelParameterSection
mcro_stablediffusionv15modelcard,mcro_hasDataset,mcro_stablediffusionv15modelcard-Dataset
mcro_jonatasgrosmanwav2vec2largexlsr53dutch,mcro_hasUseCase,mcro_jonatasgrosmanwav2vec2largexlsr53dutch-UseCase
mcro_clipvitlargepatch14336,mcro_hasUseCase,mcro_clipvitlargepatch14336-UseCaseInformationSection
mcro_flant5base,mcro_hasModelDetail,mcro_flant5base-ModelDetail
mcro_sdxl10base-Consideration,mcro_hasLimitation,mcro_sdxl10base-Limitation
mcro_clip-QuantativeAnalysis,mcro_hasPerformanceMetric,mcro_clip-Performance
mcro_efficientnet_b3ra2in1k,mcro_hasUseCase,mcro_efficientnet_b3ra2in1k-UseCase
mcro_distilgpt2,mcro_hasTrainingData,mcro_distilgpt2-TrainingData
mcro_llama32-modelDetail,mcro_hasCitation,mcro_llama32-citation
mcro_clipvitlargepatch14336,mcro_hasDataset,mcro_clipvitlargepatch14336-DatasetInformationSection
