:START_ID,TYPE,:END_ID
mcro_Inteldptlarge,mcro_hasTradeoff,mcro_Inteldptlarge-Tradeoff
mcro_GIT-ModelDetail,mcro_hasModelArchitecture,mcro_GIT-ModelArchitecture
mcro_distilwhisperdistillargev3,mcro_hasModelArchitecture,mcro_distilwhisperdistillargev3-Arch
mcro_sentencetransformersstsbxlmrmultilingual,mcro_hasUseCase,mcro_sentencetransformersstsbxlmrmultilingual-UseCaseInformationSection
mcro_jonatasgrosmanwav2vec2largexlsr53dutch,mcro_hasCitation,mcro_jonatasgrosmanwav2vec2largexlsr53dutch-Citation
mcro_visiontransformerbase-sizedmodel-hybrid,mcro_hasIntendedUseCase,mcro_visiontransformerbase-sizedmodel-hybrid-IntendedUseCase
mcro_robertBase-ModelDetail,mcro_hasCitation,mcro_robertBase-Citation
mcro_gpt2medium-ModelDetail,mcro_hasCitation,mcro_gpt2medium-Citation
mcro_kluerobertabase,mcro_hasUseCase,mcro_kluerobertabase-UseCaseInformationSection
mcro_ibmgranitegranite318binstruct,mcro_hasModelDetail,mcro_ibmgranitegranite318binstruct-ModelDetail
mcro_visiontransformerbase-sizedmodel,mcro_hasCitation,mcro_visiontransformerbase-sizedmodel-Citation
mcro_CLIPViTB32LAION2B-ModelDetail,mcro_hasModelArchitecture,mcro_CLIPViTB32LAION2B-ModelArchitecture
mcro_jonatasgrosmanwav2vec2largexlsr53english-ModelDetail,mcro_hasModelArchitecture,mcro_jonatasgrosmanwav2vec2largexlsr53english-ModelArchitecture
mcro_jinaaijinarerankerv2basemultilingual,mcro_hasUseCase,mcro_jinaaijinarerankerv2basemultilingual-UseCaseInformationSection
mcro_nomicainomicembedtextv1,mcro_hasCitation,mcro_nomicainomicembedtextv1-CitationInformationSection
mcro_wavlmlarge,mcro_hasDataset,mcro_wavlmlarge-Dataset
mcro_bertbaseNER,mcro_hasModelDetail,mcro_bertbaseNER-ModelDetail
mcro_SmolLM2,mcro_hasCitation,mcro_SmolLM2-Citation
mcro_microsoftdebertalargemnli,mcro_hasModelArchitecture,mcro_microsoftdebertalargemnli-ModelArchitecture
mcro_FacebookAIxlmrobertabase-ModelDetail,mcro_hasModelArchitecture,mcro_FacebookAIxlmrobertabase-ModelArchitecture
mcro_stabilityaisdturbo,mcro_hasModelDetail,mcro_stabilityaisdturbo-ModelDetail
mcro_doclingmodels,mcro_hasModelDetail,mcro_doclingmodels-ModelDetail
mcro_owlv2,mcro_hasModelDetail,mcro_owlv2-ModelDetails
mcro_layoutlmbaseuncased-ModelDetail,mcro_hasModelArchitecture,mcro_layoutlmbaseuncased-ModelArchitecture
mcro_flan-t5-base,mcro_hasUseCase,mcro_flan-t5-base-UseCase
mcro_mmlwretrievalrobertalarge,mcro_hasModelArchitecture,mcro_mmlwretrievalrobertalarge-ModelArchitectureInformationSection
mcro_trocrsmalliam,mcro_hasCitation,mcro_trocrsmalliam-Citation
mcro_CLIPViTbigG14LAION2B,mcro_hasUseCase,mcro_CLIPViTbigG14LAION2B-UseCase
mcro_ibmresearchMoLFormerXLboth10pct-ModelDetail,mcro_hasCitation,mcro_ibmresearchMoLFormerXLboth10pct-Citation1
mcro_gte-large,mcro_hasModelDetail,mcro_gte-large-ModelDetail
mcro_text-detection-model-for-surya,mcro_hasModelArchitecture,mcro_text-detection-model-for-surya-ModelArchitecture
mcro_deepseekaiDeepSeekR10528,mcro_hasModelArchitecture,mcro_deepseekaiDeepSeekR10528-ModelArchitecture
mcro_MoritzLaurerDeBERTa-v3-base-mnli-fever-anli-ModelDetail,mcro_hasCitation,mcro_MoritzLaurerDeBERTa-v3-base-mnli-fever-anli-Citation
mcro_googleelectrabasediscriminator,mcro_hasCitation,mcro_googleelectrabasediscriminator-Citation
mcro_conjunctsditre15,mcro_hasTrainingData,mcro_conjunctsditre15-TrainingData
mcro_efficientnet_b3.ra2_in1k-ModelDetail,mcro_hasCitation,mcro_efficientnet_b3.ra2_in1k-Citation1
mcro_distilbartcnn126,mcro_hasModelParameter,mcro_distilbartcnn126-ModelParameterSection
mcro_Qwen2505BInstruct,mcro_hasUseCase,mcro_Qwen2505BInstruct-UseCaseInformationSection
mcro_playgroundaiplaygroundv251024pxaesthetic,mcro_hasLicense,mcro_playgroundaiplaygroundv251024pxaesthetic-License
mcro_jonatasgrosmanwav2vec2largexlsr53persian,mcro_hasDataset,mcro_jonatasgrosmanwav2vec2largexlsr53persian-Dataset
mcro_crossencodernlidebertav3base-QuantativeAnalysis,mcro_hasPerformanceMetric,mcro_crossencodernlidebertav3base-PerformanceMetric2
mcro_xtunerllavallama38bv11transformers,mcro_hasModelDetail,mcro_xtunerllavallama38bv11transformers-ModelDetail
mcro_T5basesummarizationclaimextractor,mcro_hasUseCase,mcro_T5basesummarizationclaimextractor-UseCase
mcro_bartbase,mcro_hasUseCase,mcro_bartbase-UseCaseInformationSection
mcro_clip,mcro_hasConsideration,mcro_clip-Consideration
mcro_BAAIbgererankerlarge,mcro_hasIntendedUseCase,mcro_BAAIbgererankerlarge-UseCase
mcro_googleelectrabasediscriminator,mcro_hasModelArchitecture,mcro_googleelectrabasediscriminator-ModelArchitecture
mcro_wav2vec2-baseforemotionrecognition,mcro_hasDataset,mcro_wav2vec2-baseforemotionrecognition-DatasetInformationSection
mcro_stablediffusionv15modelcard-Consideration,mcro_hasLimitation,mcro_stablediffusionv15modelcard-Limitation
mcro_depthanythingDepthAnythingV2Smallhf,mcro_hasUseCase,mcro_depthanythingDepthAnythingV2Smallhf-UseCaseInformationSection
mcro_efficientnet_b0.ra_in1k-ModelDetail,mcro_hasCitation,mcro_efficientnet_b0.ra_in1k-Citation1
mcro_testmodel,mcro_hasLicense,mcro_testmodel-LicenseInformationSection
mcro_mimi,mcro_hasIntendedUseCase,mcro_mimi-IntendedUseCase
mcro_Qwen2532BInstruct-ModelDetail,mcro_hasLicense,mcro_Qwen2532BInstruct-License
mcro_pyannotespeakerdiarization31,mcro_hasUseCase,mcro_pyannotespeakerdiarization31-UseCaseInformationSection
mcro_tiiuaefalconrw1b,mcro_hasCitation,mcro_tiiuaefalconrw1b-Citation
mcro_resnet50v1.5,mcro_hasModelDetail,mcro_resnet50v1.5-ModelDetail
mcro_pyannotesegmentation30-ModelDetail,mcro_hasIntendedUseCase,mcro_pyannotesegmentation30-UseCase
mcro_NepaliBERT,mcro_hasUseCase,mcro_NepaliBERT-UseCaseInformationSection
mcro_Marqo-FashionSigLIP-ModelDetail,mcro_hasUseCase,mcro_Marqo-FashionSigLIP-UseCase
mcro_Qwen2.5-VL-32B-Instruct-ModelDetail,mcro_hasCitation,mcro_Qwen2.5-VL-32B-Instruct-Citation
mcro_whisper-Consideration,mcro_hasEthicalConsideration,mcro_whisper-EthicalConsideration
mcro_arabertv1andv2,mcro_hasDataset,mcro_arabertv1andv2-Dataset
mcro_debertav3basetasksourcenli-ModelDetail,mcro_hasLicense,mcro_debertav3basetasksourcenli-License
mcro_speechbrainspkrececapavoxceleb-ModelDetail,mcro_hasCitation,mcro_speechbrainspkrececapavoxceleb-Citation-SpeechBrain
mcro_XTTS,mcro_hasUseCase,mcro_XTTS-UseCaseInformationSection
mcro_visiontransformerbase-sizedmodel-hybrid,mcro_hasTrainingProcedure,mcro_visiontransformerbase-sizedmodel-hybrid-TrainingProcedure
mcro_Bertbasemultilingualcasednerhrl,mcro_hasModelArchitecture,mcro_Bertbasemultilingualcasednerhrl-ModelArchitecture
mcro_CryptoBERT,mcro_hasModelArchitecture,mcro_CryptoBERT-ModelArchitectureInformationSection
mcro_tiiuaefalconrw1b,mcro_hasLicense,mcro_tiiuaefalconrw1b-License
mcro_crossencodernlidebertav3base,mcro_hasQuantativeAnalysis,mcro_crossencodernlidebertav3base-QuantativeAnalysis
mcro_deepseekaiDeepSeekV3,mcro_hasDataset,mcro_deepseekaiDeepSeekV3-Dataset
mcro_YOLOv8DetectionModel,mcro_hasPerformanceMetric,mcro_YOLOv8DetectionModel-PerformanceMetricInformationSection
mcro_jonatasgrosmanwav2vec2xlsr1bportuguese,mcro_hasModelArchitecture,mcro_jonatasgrosmanwav2vec2xlsr1bportuguese-ModelArchitecture
mcro_yuvalkirstainPickScorev1,mcro_hasModelDetails,mcro_yuvalkirstainPickScorev1-ModelDetail
mcro_flan-t5-large,mcro_hasUseCase,mcro_flan-t5-large-UseCase
mcro_facebookdinov2large-ModelDetail,mcro_hasModelArchitecture,mcro_facebookdinov2large-ModelArchitecture
mcro_facebookmusicgenmedium,mcro_hasModelDetail,mcro_facebookmusicgenmedium-ModelDetail
mcro_wav2vec2largexlsr53-ModelDetail,mcro_hasCitation,mcro_wav2vec2largexlsr53-Citation
mcro_clip,mcro_hasUseCase,mcro_clip-UseCase
mcro_bartlargemnli,mcro_hasIntendedUseCase,mcro_bartlargemnli-UseCase
mcro_microsoftPhi4multimodalinstruct-ModelDetail,mcro_hasModelArchitecture,mcro_microsoftPhi4multimodalinstruct-ModelArchitecture
mcro_deberta-v3-base-prompt-injection-v2-ModelDetail,mcro_hasLicense,mcro_deberta-v3-base-prompt-injection-v2-License
mcro_wavlmlarge-ModelDetail,mcro_hasLicense,mcro_wavlmlarge-License
mcro_Distilbertbasemultilingualcasednerhrl,mcro_hasUseCase,mcro_Distilbertbasemultilingualcasednerhrl-UseCase
mcro_chronos-t5-small,mcro_hasModelArchitecture,mcro_chronos-t5-small-ModelArchitecture
mcro_sdxlinpainting01,mcro_hasConsideration,mcro_sdxlinpainting01-Bias
mcro_crossencodermsmarcoTinyBERTL2v2,mcro_hasDataset,mcro_crossencodermsmarcoTinyBERTL2v2-Dataset
mcro_bertmultilingualbasemodelcased-ModelDetail,mcro_hasCitation,mcro_bertmultilingualbasemodelcased-Citation
mcro_QwenQwen25VL7BInstruct,mcro_hasCitation,mcro_QwenQwen25VL7BInstruct-Citation
mcro_TheBlokeMistral7BInstructv01GGUF,mcro_hasModelArchitecture,mcro_TheBlokeMistral7BInstructv01GGUF-ModelArchitecture
mcro_GIT,mcro_hasModelDetail,mcro_GIT-ModelDetail
mcro_clipvitlargepatch14-UseCase,mcro_hasOutOfScopeUseCase,mcro_clipvitlargepatch14-OutOfScopeUseCase
mcro_gemma2,mcro_hasModelArchitecture,mcro_gemma2-Architecture
mcro_Auralis,mcro_hasModelDetail,mcro_Auralis-ModelDetail
mcro_swin_transformer_v2_tiny_sized_model-ModelDetail,mcro_hasCitation,mcro_swin_transformer_v2_tiny_sized_model-Citation
mcro_swin_transformer_v2_tiny_sized_model,mcro_hasModelDetail,mcro_swin_transformer_v2_tiny_sized_model-ModelDetail
mcro_owlv2,mcro_hasModelDetail,mcro_owlv2-ModelDetail
mcro_openaiwhisperlargev3turbo-ModelDetail,mcro_hasLicense,mcro_openaiwhisperlargev3turbo-License
mcro_snunlpKRSBERTV40KklueNLIaugSTS,mcro_hasModelDetail,mcro_snunlpKRSBERTV40KklueNLIaugSTS-ModelDetail
mcro_Falconsainsfwimagedetection-ModelDetail,mcro_hasCitation,mcro_Falconsainsfwimagedetection-Citation
mcro_oliverguhrfullstoppunctuationmultilanglarge,mcro_hasConsideration,mcro_oliverguhrfullstoppunctuationmultilanglarge-Consideration
mcro_efficientnet_b3.ra2_in1k-ModelDetail,mcro_hasCitation,mcro_efficientnet_b3.ra2_in1k-Citation2
mcro_e5largev2,mcro_hasModelArchitecture,mcro_e5largev2-ModelArchitectureInformationSection
mcro_snunlpKRSBERTV40KklueNLIaugSTS-ModelDetail,mcro_hasCitation,mcro_snunlpKRSBERTV40KklueNLIaugSTS-Citation
mcro_jbetkerwav2vec2largerobustftlibrittsvoxpopuli,mcro_hasLimitation,mcro_jbetkerwav2vec2largerobustftlibrittsvoxpopuli-LimitationInformationSection
mcro_gemma3-ModelDetail,mcro_hasUseCase,mcro_gemma3-UseCase
mcro_whisperbase,mcro_hasIntendedUseCase,mcro_whisperbase-IntendedUseCase
mcro_distilbartcnn126,mcro_hasQuantitativeAnalysis,mcro_distilbartcnn126-QuantitativeAnalysisSection
mcro_sentencetransformersLaBSE,mcro_hasUseCase,mcro_sentencetransformersLaBSE-UseCase
mcro_llama32Collection,mcro_hasModelArchitecture,mcro_llama32Collection-ModelArchitectureInformationSection
mcro_Distilbertbasemultilingualcasednerhrl,mcro_hasDataset,mcro_Distilbertbasemultilingualcasednerhrl-Dataset
mcro_WhereIsAIUAELargeV1,mcro_hasCitation,mcro_WhereIsAIUAELargeV1-Citation
mcro_Snowflakesnowflakearcticembedxs,mcro_hasModelArchitecture,mcro_Snowflakesnowflakearcticembedxs-ModelArchitecture
mcro_deepseekaiDeepSeekR1DistillLlama8B,mcro_hasIntendedUseCase,mcro_deepseekaiDeepSeekR1DistillLlama8B-UseCase
mcro_potion-base-8M,mcro_hasModelArchitecture,mcro_potion-base-8M-ModelArchitecture
mcro_sdxlinpainting01-ModelDetail,mcro_hasLicense,mcro_sdxlinpainting01-License
mcro_prithividaparrotparaphraseronT5,mcro_hasUseCase,mcro_prithividaparrotparaphraseronT5-UseCaseInformationSection
mcro_scb10xtyphoon21gemma312b,mcro_hasIntendedUseCase,mcro_scb10xtyphoon21gemma312b-IntendedUseCase
mcro_bartbase-ModelDetail,mcro_hasModelArchitecture,mcro_bartbase-ModelArchitectureInformationSection
mcro_facebookopt125m,mcro_hasLimitation,mcro_facebookopt125m-Limitation
mcro_scb10xtyphoon21gemma312b-ModelDetail,mcro_hasModelArchitecture,mcro_scb10xtyphoon21gemma312b-ModelArchitecture
mcro_bertbaseNER-ModelDetail,mcro_hasTrainingData,mcro_bertbaseNER-TrainingData
mcro_vitmatte-model-ModelDetail,mcro_hasModelArchitecture,mcro_vitmatte-model-ModelArchitectureInformationSection
mcro_cognitivecomputationsdolphin291yi1534b,mcro_hasLicense,mcro_cognitivecomputationsdolphin291yi1534b-License
mcro_efficientnet_b0.ra_in1k-ModelDetail,mcro_hasDataset,mcro_efficientnet_b0.ra_in1k-Dataset
mcro_distilbertdistilbertbaseuncasedfinetunedsst2englis,mcro_hasIntendedUseCase,mcro_distilbertdistilbertbaseuncasedfinetunedsst2englis-UseCase
mcro_metaLlama31Instruct,mcro_hasIntendedUseCase,mcro_metaLlama31Instruct-IntendedUseCase
mcro_metallamaLlama323BInstruct-ModelDetail,mcro_hasLicense,mcro_metallamaLlama323BInstruct-License
mcro_wav2vec2largexlsr53,mcro_hasUseCase,mcro_wav2vec2largexlsr53-UseCase
mcro_bigvganv222khz80band256x,mcro_hasCitation,mcro_bigvganv222khz80band256x-Citation
mcro_gte-base,mcro_hasCitation,mcro_gte-base-CitationInformationSection
mcro_playgroundaiplaygroundv251024pxaesthetic,mcro_hasCitation,mcro_playgroundaiplaygroundv251024pxaesthetic-Citation
mcro_scb10xtyphoon21gemma312b,mcro_hasModelDetail,mcro_scb10xtyphoon21gemma312b-ModelDetail
mcro_crossencodernlidebertav3base-QuantativeAnalysis,mcro_hasPerformanceMetric,mcro_crossencodernlidebertav3base-PerformanceMetric1
mcro_blackforestlabsFLUX1dev,mcro_hasArchitecture,mcro_blackforestlabsFLUX1dev-Architecture
mcro_googlest5v11,mcro_hasModelArchitecture,mcro_googlest5v11-Architecture
mcro_whisperbase,mcro_hasTrainingData,mcro_whisperbase-TrainingData
mcro_mxbai-rerank-xsmall-v1,mcro_hasDataset,mcro_mxbai-rerank-xsmall-v1-DatasetInformationSection
mcro_Qwen25Omni,mcro_hasModelArchitecture,mcro_Qwen25Omni-ModelArchitectureInformationSection
mcro_t5small,mcro_hasTrainingData,mcro_t5small-TrainingData
mcro_QwenQwen2505BInstruct,mcro_hasModelDetail,mcro_QwenQwen2505BInstruct-ModelDetail
mcro_SmolLM2,mcro_hasDataset,mcro_SmolLM2-Dataset
mcro_vitbasepatch8224augreg2in21kftin1k,mcro_hasUseCase,mcro_vitbasepatch8224augreg2in21kftin1k-UseCase
mcro_TinyLlama11BChatv10,mcro_hasModelDetail,mcro_TinyLlama11BChatv10-ModelDetail
mcro_facebookmmslid256,mcro_hasModelDetail,mcro_facebookmmslid256-ModelDetail
mcro_Qwen3-4B,mcro_hasModelDetail,mcro_Qwen3-4B-ModelDetail
mcro_deepseekaiDeepSeekR1,mcro_hasCitation,mcro_deepseekaiDeepSeekR1-Citation
mcro_microsoftbeitlargepatch16224-ModelDetail,mcro_hasCitation,mcro_microsoftbeitlargepatch16224-Citation
mcro_mistralaiMistral7BInstructv03,mcro_hasLimitation,mcro_mistralaiMistral7BInstructv03-Limitation
mcro_hubertsiuzdaksnac24khz,mcro_hasModelArchitecture,mcro_hubertsiuzdaksnac24khz-ModelArchitectureInformationSection
mcro_microsoftdebertav3base,mcro_hasModelArchitecture,mcro_microsoftdebertav3base-ModelArchitecture
mcro_petalsteamStableBeluga2,mcro_hasConsideration,mcro_petalsteamStableBeluga2-Consideration
mcro_llama32CollectionOfMultilingualLargeLanguageModelsLlms,mcro_hasTrainingData,mcro_llama32CollectionOfMultilingualLargeLanguageModelsLlms-TrainingData
mcro_Protbertmodel-ModelDetail,mcro_hasCitation,mcro_Protbertmodel-CitationInformationSection
mcro_fnetbasemodel,mcro_hasUseCase,mcro_fnetbasemodel-UseCase
mcro_FlagEmbedding,mcro_hasLicense,mcro_FlagEmbedding-LicenseInformationSection
mcro_colbertv2,mcro_hasCitation,mcro_colbertv2-CitationInformationSection
mcro_doclingmodels,mcro_hasModelArchitecture,mcro_doclingmodels-ModelArchitecture
mcro_AudioSpectrogramTransformerfinetunedonAudioSet,mcro_hasUseCase,mcro_AudioSpectrogramTransformerfinetunedonAudioSet-UseCase
mcro_fnetbasemodel-ModelDetail,mcro_hasCitation,mcro_fnetbasemodel-Citation
mcro_owlvitbasepatch32,mcro_hasUseCase,mcro_owlvitbasepatch32-UseCase
mcro_llamaGuard38B,mcro_hasModelDetails,mcro_llamaGuard38B-ModelDetail
mcro_sentencetransformersparaphrasempnetbasev2,mcro_hasUseCase,mcro_sentencetransformersparaphrasempnetbasev2-UseCaseInformationSection
mcro_parakeet_rnnt_06b,mcro_hasLicense,mcro_parakeet_rnnt_06b-License
mcro_Qwen1505BChat,mcro_hasModelArchitecture,mcro_Qwen1505BChat-ModelArchitecture
mcro_trlinternaltestingtinyQwen2ForCausalLM25,mcro_hasModelDetail,mcro_trlinternaltestingtinyQwen2ForCausalLM25-ModelDetail
mcro_yiyanghkustfinberttone,mcro_hasUseCase,mcro_yiyanghkustfinberttone-UseCase
mcro_testmodel,mcro_hasCitation,mcro_testmodel-CitationInformationSection
mcro_crossencodermsmarcoMiniLML12v2,mcro_hasDataset,mcro_crossencodermsmarcoMiniLML12v2-Dataset
mcro_TheBlokephi2GGUF,mcro_hasUseCase,mcro_TheBlokephi2GGUF-UseCase
mcro_robertBase,mcro_hasDataset,mcro_robertBase-Dataset
mcro_avsolatorioGISTsmallEmbeddingv0,mcro_hasDataset,mcro_avsolatorioGISTsmallEmbeddingv0-DatasetInformationSection
mcro_Qwen3-8B-ModelDetail,mcro_hasModelArchitecture,mcro_Qwen3-8B-ModelArchitecture
mcro_twitterrobertabasesentiment,mcro_hasCitation,mcro_twitterrobertabasesentiment-Citation
mcro_chronosbolttiny,mcro_hasModelArchitecture,mcro_chronosbolttiny-ModelArchitecture
mcro_deepseekaiDeepSeekR1,mcro_hasUseCase,mcro_deepseekaiDeepSeekR1-UseCaseInformationSection
mcro_flairnerenglishlarge,mcro_hasPerformanceMetric,mcro_flairnerenglishlarge-PerformanceMetric
mcro_e5smallv2,mcro_hasCitation,mcro_e5smallv2-Citation
mcro_bigvganv222khz80band256x,mcro_hasIntendedUseCase,mcro_bigvganv222khz80band256x-UseCase
mcro_FinBERT-ModelDetail,mcro_hasCitation,mcro_FinBERT-Citation
mcro_Falconsainsfwimagedetection,mcro_hasUseCase,mcro_Falconsainsfwimagedetection-UseCase
mcro_potion-base-8M,mcro_hasCitation,mcro_potion-base-8M-Citation
mcro_deberta-v3-base-prompt-injection-v2,mcro_hasUseCase,mcro_deberta-v3-base-prompt-injection-v2-UseCase
mcro_audeeringwav2vec2largerobust12ftemotionmspdim,mcro_hasCitation,mcro_audeeringwav2vec2largerobust12ftemotionmspdim-CitationInformationSection
mcro_deepseekaiDeepSeekR1DistillQwen14B,mcro_hasLicense,mcro_deepseekaiDeepSeekR1DistillQwen14B-License
mcro_germanbert-ModelDetail,mcro_hasLicense,mcro_germanbert-License
mcro_sentencetransformersparaphraseMiniLML6v2,mcro_hasCitation,mcro_sentencetransformersparaphraseMiniLML6v2-CitationInformationSection
mcro_colbertv2,mcro_hasUseCase,mcro_colbertv2-UseCaseInformationSection
mcro_blackforestlabsFLUX1dev,mcro_hasUseCase,mcro_blackforestlabsFLUX1dev-UseCase
mcro_prajjwal1berttiny,mcro_hasCitation,mcro_prajjwal1berttiny-Citation
mcro_wav2vec2xlsr300mcv7turkish-ModelParameter,mcro_hasTrainingData,mcro_wav2vec2xlsr300mcv7turkish-TrainingData
mcro_resnet18a1in1k,mcro_hasModelDetail,mcro_resnet18a1in1k-ModelDetail
mcro_sdxl10base-ModelDetail,mcro_hasLicense,mcro_sdxl10base-License
mcro_distilgpt2-ModelDetail,mcro_hasArchitecture,mcro_distilgpt2-Architecture
mcro_upskyybgem3korean,mcro_hasUseCase,mcro_upskyybgem3korean-UseCaseInformationSection
mcro_answerdotaiModernBERTbase-ModelDetail,mcro_hasLicense,mcro_answerdotaiModernBERTbase-License
mcro_roberta-baseforextractiveqa-ModelDetailSection,mcro_hasLicense,mcro_roberta-baseforextractiveqa-LicenseInformationSection
mcro_clipvitlargepatch14-ModelDetail,mcro_hasModelArchitecture,mcro_clipvitlargepatch14-ModelArchitecture
mcro_deepseekaiDeepSeekR1,mcro_hasModelArchitecture,mcro_deepseekaiDeepSeekR1-ModelArchitecture
mcro_TahaDouajidetrdoctabledetection-ModelDetail,mcro_hasLicense,mcro_TahaDouajidetrdoctabledetection-License
mcro_distilbertbasemultilingualcased-ModelDetail,mcro_hasModelArchitecture,mcro_distilbertbasemultilingualcased-ModelArchitecture
mcro_microsoftPhi3mini4kinstruct,mcro_hasLicense,mcro_microsoftPhi3mini4kinstruct-License
mcro_codebertbase,mcro_hasDataset,mcro_codebertbase-Dataset
mcro_CLIPViTH14LAION2B,mcro_hasTrainingDataInformationSection,mcro_CLIPViTH14LAION2B-TrainingDetails
mcro_blackforestlabsFLUX1Filldev,mcro_hasUseCase,mcro_blackforestlabsFLUX1Filldev-UseCase
mcro_huggingquantsMetaLlama318BInstructGPTQINT4-ModelDetail,mcro_hasModelArchitecture,mcro_huggingquantsMetaLlama318BInstructGPTQINT4-ModelArchitecture
mcro_sentencetransformersmsmarcodistilbertbasev4,mcro_hasModelArchitecture,mcro_sentencetransformersmsmarcodistilbertbasev4-ModelArchitectureInformationSection
mcro_deepseekaiDeepSeekV30324,mcro_hasModelArchitecture,mcro_deepseekaiDeepSeekV30324-Architecture
mcro_granitetimeseriesttmr2model,mcro_hasTrainingDataInformation,mcro_granitetimeseriesttmr2model-TrainingDataInformation
mcro_ocr-equation-images-and-text-to-latex,mcro_hasCitation,mcro_ocr-equation-images-and-text-to-latex-Citation
mcro_canary1bflash,mcro_hasUseCase,mcro_canary1bflash-UseCaseInformationSection
mcro_bertbaseuncased,mcro_hasIntendedUseCase,mcro_bertbaseuncased-UseCase
mcro_AlibabaNLPgtemultilingualbase,mcro_hasModelArchitecture,mcro_AlibabaNLPgtemultilingualbase-Architecture
mcro_wavlmbaseplus-ModelDetail,mcro_hasLicense,mcro_wavlmbaseplus-License
mcro_Salesforceblipvqabase,mcro_hasModelArchitecture,mcro_Salesforceblipvqabase-Architecture
mcro_microsoftPhi3mini128kinstruct-ModelDetail,mcro_hasModelArchitecture,mcro_microsoftPhi3mini128kinstruct-ModelArchitecture
mcro_clipvitlargepatch14-Consideration,mcro_hasEthicalConsideration,mcro_clipvitlargepatch14-EthicalConsideration
mcro_AlibabaNLPgtebaseenv15,mcro_hasQuantativeAnalysis,mcro_AlibabaNLPgtebaseenv15-QuantativeAnalysis
mcro_facebookmmslid256-ModelDetail,mcro_hasCitation,mcro_facebookmmslid256-Citation
mcro_sentencetransformersmultiqampnetbasedotv1-ModelDetailSection,mcro_hasTrainingData,mcro_sentencetransformersmultiqampnetbasedotv1-DatasetInformationSection
mcro_t5large,mcro_hasQuantativeAnalysis,mcro_t5large-QuantativeAnalysis
mcro_SmolLM2,mcro_hasTrainingData,mcro_SmolLM2-Training
mcro_detrresnet50,mcro_hasQuantativeAnalysis,mcro_detrresnet50-QuantativeAnalysis
mcro_t5base,mcro_hasConsideration,mcro_t5base-Consideration
mcro_openaiclip,mcro_hasLimitation,mcro_openaiclip-Limitation
mcro_llavahfllavav16mistral7bhf,mcro_hasUseCase,mcro_llavahfllavav16mistral7bhf-UseCase
mcro_emilyalsentzerBioClinicalBERT,mcro_hasCitation,mcro_emilyalsentzerBioClinicalBERT-Citation
mcro_nlpconnectvitgpt2imagecaptioning-ModelDetail,mcro_hasLicense,mcro_nlpconnectvitgpt2imagecaptioning-License
mcro_mistralaiMistral7Bv01,mcro_hasConsideration,mcro_mistralaiMistral7Bv01-Consideration
mcro_MyAwesomeModel,mcro_hasCitation,mcro_MyAwesomeModel-Citation
mcro_sentencetransformersparaphrasempnetbasev2,mcro_hasModelArchitecture,mcro_sentencetransformersparaphrasempnetbasev2-ModelArchitectureInformationSection
mcro_multilinguale5large,mcro_hasLimitation,mcro_multilinguale5large-Limitation
mcro_audeeringwav2vec2largerobust12ftemotionmspdim,mcro_hasModelArchitecture,mcro_audeeringwav2vec2largerobust12ftemotionmspdim-ModelArchitectureInformationSection
mcro_metallamaMetaLlama38B,mcro_hasConsideration,mcro_metallamaMetaLlama38B-Consideration
mcro_chronosboltmini,mcro_hasUseCase,mcro_chronosboltmini-UseCase
mcro_parakeettdt06bv2,mcro_hasLicense,mcro_parakeettdt06bv2-License
mcro_mmlwretrievalrobertalarge,mcro_hasCitation,mcro_mmlwretrievalrobertalarge-CitationInformationSection
mcro_googlest5v11,mcro_hasDataset,mcro_googlest5v11-Dataset
mcro_segformerb1finetunedade20k,mcro_hasModelDetail,mcro_segformerb1finetunedade20k-ModelDetail
mcro_graphcodebert,mcro_hasCitation,mcro_graphcodebert-CitationInformationSection
mcro_sentencetransformersparaphrasempnetbasev2,mcro_hasCitation,mcro_sentencetransformersparaphrasempnetbasev2-CitationInformationSection
mcro_microsoftFlorence2base,mcro_hasUseCase,mcro_VisionTasksUseCase
mcro_facebookesm2,mcro_hasIntendedUseCase,mcro_facebookesm2-UseCase
mcro_layoutlmv3,mcro_hasModelArchitecture,mcro_layoutlmv3-ModelArchitectureInformationSection
mcro_Qwen1505BChat,mcro_hasModelDetail,mcro_Qwen1505BChat-ModelDetail
mcro_bertbasemultilingualuncasedsentiment-ModelDetail,mcro_hasDataset,mcro_bertbasemultilingualuncasedsentiment-Dataset
mcro_intfloatmultilinguale5largeinstruct,mcro_hasLimitation,mcro_intfloatmultilinguale5largeinstruct-Limitation
mcro_mistralaiMistral7BInstructv02,mcro_hasCitation,mcro_mistralaiMistral7BInstructv02-Citation
mcro_xlmrobertabaselanguagedetection,mcro_hasModelDetail,mcro_xlmrobertabaselanguagedetection-ModelDetail
mcro_siglipso400mpatch14384,mcro_hasIntendedUseCase,mcro_siglipso400mpatch14384-IntendedUseCase
mcro_llamaGuard38B,mcro_hasUseCase,mcro_llamaGuard38B-UseCase
mcro_jonatasgrosmanwav2vec2largexlsr53chinesezhcn,mcro_hasModelArchitecture,mcro_jonatasgrosmanwav2vec2largexlsr53chinesezhcn-ModelArchitecture
mcro_whisperbase,mcro_hasModelDetail,mcro_whisperbase-ModelDetail
mcro_IP-Adapter-FaceID-ModelDetail,mcro_hasLicense,mcro_IP-Adapter-FaceID-LicenseInformationSection
