:START_ID,TYPE,:END_ID
mcro_yuvalkirstainPickScorev1-ModelDetail,mcro_hasCitation,mcro_yuvalkirstainPickScorev1-Citation
mcro_microsoftPhi3mini4kinstruct,mcro_hasBenchmark,mcro_microsoftPhi3mini4kinstruct-Benchmark
mcro_wav2vec2largexlsr53-ModelDetail,mcro_hasLicense,mcro_wav2vec2largexlsr53-License
mcro_metaLlama31Instruct-ModelDetail,mcro_hasLicense,mcro_metaLlama31Instruct-License
mcro_audeeringwav2vec2largerobust12ftemotionmspdim,mcro_hasModelArchitecture,mcro_audeeringwav2vec2largerobust12ftemotionmspdim-ModelArchitectureInformationSection
mcro_layoutlmbaseuncased,mcro_hasTrainingData,mcro_layoutlmbaseuncased-TrainingData
mcro_emilyalsentzerBioClinicalBERT,mcro_hasCitation,mcro_emilyalsentzerBioClinicalBERT-Citation
mcro_opensearchprojectopensearchneuralsparseencodingdocv2distill,mcro_hasModelArchitecture,mcro_opensearchprojectopensearchneuralsparseencodingdocv2distill-ModelArchitectureInformationSection
mcro_lmstudiocommunityDeepSeekR10528Qwen38BMLX4bit,mcro_hasModelDetail,mcro_lmstudiocommunityDeepSeekR10528Qwen38BMLX4bit-ModelDetail
mcro_debertav3basetasksourcenli,mcro_hasModelDetail,mcro_debertav3basetasksourcenli-ModelDetail
mcro_jonatasgrosmanwav2vec2largexlsr53russian,mcro_hasIntendedUseCase,mcro_jonatasgrosmanwav2vec2largexlsr53russian-UseCase
mcro_metallamaLlama3211BVisionInstruct,mcro_hasOutOfScopeUseCaseInformation,mcro_metallamaLlama3211BVisionInstruct-OutOfScope
mcro_WhereIsAIUAELargeV1,mcro_hasCitation,mcro_WhereIsAIUAELargeV1-Citation
mcro_microsoftPhi35visioninstruct,mcro_hasTrainingData,mcro_microsoftPhi35visioninstruct-TrainingDataInformationSection
mcro_detrresnet50-ModelDetail,mcro_hasModelArchitecture,mcro_detrresnet50-ModelArchitecture
mcro_BEiTbasesizedmodelfinetunedonImageNet22k-ModelDetailSection,mcro_hasModelArchitecture,mcro_BEiTbasesizedmodelfinetunedonImageNet22k-ModelArchitectureInformationSection
mcro_vikplayoutsegmenter,mcro_hasModelArchitecture,mcro_vikplayoutsegmenter-ModelArchitecture
mcro_distilbertdistilbertbaseuncasedfinetunedsst2englis-ModelDetail,mcro_hasLicense,mcro_distilbertdistilbertbaseuncasedfinetunedsst2englis-License
mcro_snunlpKRSBERTV40KklueNLIaugSTS-ModelDetail,mcro_hasCitation,mcro_snunlpKRSBERTV40KklueNLIaugSTS-Citation
mcro_parakeet_rnnt_06b,mcro_hasModelArchitecture,mcro_parakeet_rnnt_06b-ModelArchitecture
mcro_layoutlmv3,mcro_hasLicense,mcro_layoutlmv3-LicenseInformationSection
mcro_Llama3370BInstructAWQ,mcro_hasLicense,mcro_Llama3370BInstructAWQ-License
mcro_microsoftFlorence2base-ModelDetail,mcro_hasLicense,mcro_microsoftFlorence2base-License
mcro_mistralaiMistral7BInstructv02,mcro_hasUseCase,mcro_mistralaiMistral7BInstructv02-UseCase
mcro_lmstudiocommunityDeepSeekR10528Qwen38BMLX4bit-ModelDetail,mcro_hasModelArchitecture,mcro_lmstudiocommunityDeepSeekR10528Qwen38BMLX4bit-ModelArchitecture
mcro_detoxify,mcro_hasDataset,mcro_detoxify-DatasetInformationSection
mcro_llama32CollectionOfMultilingualLargeLanguageModelsLlms,mcro_hasModelArchitecture,mcro_llama32CollectionOfMultilingualLargeLanguageModelsLlms-Architecture
mcro_facebookmask2formerswintinycocoinstance,mcro_hasLicense,mcro_facebookmask2formerswintinycocoinstance-License
mcro_t5base,mcro_hasModelDetail,mcro_t5base-ModelDetail
mcro_CLIPViTB32LAION2B-ModelDetail,mcro_hasDataset,mcro_CLIPViTB32LAION2B-Dataset
mcro_siglipso400mpatch14384-ModelDetail,mcro_hasCitation,mcro_siglipso400mpatch14384-Citation
mcro_bartbase-ModelDetail,mcro_hasCitation,mcro_bartbase-CitationInformationSection
mcro_visiontransformerbase-sizedmodel-hybrid,mcro_hasTrainingData,mcro_visiontransformerbase-sizedmodel-hybrid-TrainingData
mcro_visiontransformerbasesizedmodel,mcro_hasModelArchitecture,mcro_visiontransformerbasesizedmodel-ModelArchitectureInformationSection
mcro_fnetbasemodel,mcro_hasUseCase,mcro_fnetbasemodel-UseCase
mcro_edgenextsmallusiin1k-ModelDetail,mcro_hasModelArchitecture,mcro_edgenextsmallusiin1k-Arch
mcro_Qwen257B,mcro_hasCitation,mcro_Qwen257B-Citation
mcro_xclipbasesizedmodel,mcro_hasTrainingData,mcro_xclipbasesizedmodel-TrainingDataInformationSection
mcro_xlmrobertabaselanguagedetection-ModelDetail,mcro_hasModelArchitecture,mcro_xlmrobertabaselanguagedetection-ModelArchitecture
mcro_microsoftdebertav3base,mcro_hasCitation,mcro_microsoftdebertav3base-Citation
mcro_Salesforceblipvqacapfiltlarge-ModelDetail,mcro_hasLicense,mcro_Salesforceblipvqacapfiltlarge-License
mcro_cambridgeltlSapBERTfromPubMedBERTfulltext,mcro_hasModelDetail,mcro_cambridgeltlSapBERTfromPubMedBERTfulltext-ModelDetail
mcro_metallamaMetaLlama38B-ModelDetail,mcro_hasLicense,mcro_metallamaMetaLlama38B-License
mcro_openbmbMiniCPMo26,mcro_hasModelArchitecture,mcro_openbmbMiniCPMo26-ModelArchitectureInformationSection
mcro_Salesforceblip2opt27b-ModelDetail,mcro_hasModelArchitecture,mcro_Salesforceblip2opt27b-ModelArchitecture
mcro_Qwen25Coder7BInstruct,mcro_hasCitation,mcro_Qwen25Coder7BInstruct-Citation
mcro_TahaDouajidetrdoctabledetection,mcro_hasTrainingData,mcro_TahaDouajidetrdoctabledetection-TrainingData
mcro_gemma2b,mcro_hasModelDetail,mcro_gemma2b-ModelDetail
mcro_distilwhisperdistillargev3,mcro_hasModelArchitecture,mcro_distilwhisperdistillargev3-Arch
mcro_edgenextsmallusiin1k-ModelDetail,mcro_hasDataset,mcro_edgenextsmallusiin1k-Dataset
mcro_microsoftdebertalargemnli,mcro_hasModelArchitecture,mcro_microsoftdebertalargemnli-ModelArchitecture
mcro_emilyalsentzerBioClinicalBERT,mcro_hasDataset,mcro_emilyalsentzerBioClinicalBERT-DatasetInfo
mcro_openaiclip,mcro_hasQuantativeAnalysis,mcro_openaiclip-QuantativeAnalysis
mcro_bertbaseuncased-ModelDetail,mcro_hasModelArchitecture,mcro_bertbaseuncased-ModelArchitecture
mcro_facebookmask2formerswintinycocoinstance,mcro_hasModelDetail,mcro_facebookmask2formerswintinycocoinstance-ModelDetail
mcro_lmmslabLLaVAVideo7BQwen2,mcro_hasCitation,mcro_lmmslabLLaVAVideo7BQwen2-Citation
mcro_owlvitbasepatch32-ModelDetail,mcro_hasModelArchitecture,mcro_owlvitbasepatch32-ModelArchitecture
mcro_resnet50.a1_in1k-ModelDetail,mcro_hasCitation,mcro_resnet50.a1_in1k-Citation
mcro_oliverguhrfullstoppunctuationmultilanglarge,mcro_hasQuantativeAnalysis,mcro_oliverguhrfullstoppunctuationmultilanglarge-QuantativeAnalysis
mcro_segformerb5finetunedade20k,mcro_hasUseCaseInformationSection,mcro_segformerb5finetunedade20k-UseCaseInformationSection
mcro_tiiuaefalconrw1b,mcro_hasModelArchitecture,mcro_tiiuaefalconrw1b-ModelArchitecture
mcro_segformerb2finetunedforclothessegmentation,mcro_hasCitation,mcro_segformerb2finetunedforclothessegmentation-CitationInformationSection
mcro_microsoftdebertav3large,mcro_hasUseCase,mcro_microsoftdebertav3large-UseCase
mcro_Qwen317B,mcro_hasUseCase,mcro_Qwen317B-UseCase
mcro_Salesforceblipvqabase,mcro_hasConsideration,mcro_Salesforceblipvqabase-Consideration
mcro_metaLlama3,mcro_hasModelDetail,mcro_metaLlama3-ModelDetail
mcro_QwenQwen2VL7BInstruct-ModelDetail,mcro_hasModelArchitecture,mcro_QwenQwen2VL7BInstruct-ModelArchitecture
mcro_llama32CollectionOfMultilingualLlLMs,mcro_hasModelArchitecture,mcro_llama32CollectionOfMultilingualLlLMs-Architecture
mcro_HuggingFaceH4zephyr7bbeta,mcro_hasLicense,mcro_HuggingFaceH4zephyr7bbeta-License
mcro_metaLlama31CollectionOfMultilingualLargeLanguageModelsLlm,mcro_hasIntendedUseCase,mcro_metaLlama31CollectionOfMultilingualLargeLanguageModelsLlm-IntendedUse
mcro_deepseekaiDeepSeekR1DistillLlama8B,mcro_hasIntendedUseCase,mcro_deepseekaiDeepSeekR1DistillLlama8B-UseCase
mcro_pyannotespeakerdiarization30,mcro_hasDataset,mcro_pyannotespeakerdiarization30-Dataset
mcro_sdxl10refinermodel,mcro_hasLimitation,mcro_sdxl10refinermodel-Limitation
mcro_speechbrainspkrececapavoxceleb,mcro_hasModelDetail,mcro_speechbrainspkrececapavoxceleb-ModelDetail
mcro_swin_transformer_v2_tiny_sized_model,mcro_hasDataset,mcro_swin_transformer_v2_tiny_sized_model-Dataset
mcro_Salesforcecodet5basemultisum,mcro_hasModelArchitecture,mcro_Salesforcecodet5basemultisum-Architecture
mcro_gpt2,mcro_hasTrainingData,mcro_gpt2-TrainingData
mcro_BRIA_Background_Removal_v14,mcro_hasDataset,mcro_BRIA_Background_Removal_v14-Dataset
mcro_alakxendermmsttsdivfinetunedmdm01-ModelDetail,mcro_hasModelArchitecture,mcro_alakxendermmsttsdivfinetunedmdm01-ModelArchitecture
mcro_germansentimentbert,mcro_hasModelArchitecture,mcro_germansentimentbert-ModelArchitecture
mcro_wav2vec2largexlsrhindi,mcro_hasDataset,mcro_wav2vec2largexlsrhindi-DatasetInformationSection
mcro_llama4Scout17B16EInstruct-ModelDetail,mcro_hasModelArchitecture,mcro_llama4Scout17B16EInstruct-ModelArchitecture
mcro_speechbrainspkrececapavoxceleb,mcro_hasLicense,mcro_speechbrainspkrececapavoxceleb-License
mcro_jhartmannemotionenglishdistilrobertabase-ModelDetail,mcro_hasCitation,mcro_jhartmannemotionenglishdistilrobertabase-Citation
mcro_vitbasepatch8224augreg2in21kftin1k,mcro_hasModelDetail,mcro_vitbasepatch8224augreg2in21kftin1k-ModelDetail
mcro_flairnerfrench,mcro_hasModelDetail,mcro_flairnerfrench-ModelDetail
mcro_patrickjohncyhfashionclip,mcro_hasDataset,mcro_patrickjohncyhfashionclip-Dataset
mcro_pyannotesegmentation30,mcro_hasDataset,mcro_pyannotesegmentation30-Dataset
mcro_llamaGuard38B,mcro_hasModelDetails,mcro_llamaGuard38B-ModelDetail
mcro_Qwen2.5-1.5B,mcro_hasModelArchitecture,mcro_Qwen2.5-1.5B-ModelArchitectureInformationSection
mcro_ruri-small-v2,mcro_hasModelDetail,mcro_ruri-small-v2-ModelDetailSection
mcro_sarvamaisarvamm,mcro_hasModelDetail,mcro_sarvamaisarvamm-ModelDetail
mcro_microsoftcodebertbasemlm,mcro_hasCitation,mcro_microsoftcodebertbasemlm-Citation
mcro_Falconsainsfwimagedetection,mcro_hasReference,mcro_Falconsainsfwimagedetection-Reference
mcro_FacebookAIxlmrobertalarge,mcro_hasModelArchitecture,mcro_FacebookAIxlmrobertalarge-ModelArchitecture
mcro_microsoftFlorence2large,mcro_hasCitation,mcro_microsoftFlorence2large-Citation
mcro_convnextv2_nano.fcmae_ft_in22kin1k-ModelDetail,mcro_hasCitation,mcro_convnextv2_nano.fcmae_ft_in22kin1k-Citation2
mcro_ModelCardReport,mcro_hasDataset,mcro_ModelCardReport-DatasetInformationSection
mcro_Llama3370BInstructAWQ,mcro_hasModelArchitecture,mcro_Llama3370BInstructAWQ-ModelArchitecture
mcro_khawhitemangaocrbase,mcro_hasUseCase,mcro_khawhitemangaocrbase-UseCase
mcro_crossencodermsmarcoMiniLML6v2,mcro_hasQuantativeAnalysis,mcro_crossencodermsmarcoMiniLML6v2-QuantativeAnalysis
mcro_Qwen253BInstruct,mcro_hasArchitecture,mcro_Qwen253BInstruct-Architecture
mcro_pyannotespeakerdiarization30,mcro_hasBenchmark,mcro_pyannotespeakerdiarization30-Benchmark
mcro_phobertpretrainedlanguagemodels,mcro_hasCitation,mcro_phobertpretrainedlanguagemodels-Citation
mcro_Qwen2505BInstruct,mcro_hasUseCase,mcro_Qwen2505BInstruct-UseCaseInformationSection
mcro_lmmslabLLaVAVideo7BQwen2,mcro_hasLicense,mcro_lmmslabLLaVAVideo7BQwen2-License
mcro_modelcard123,mcro_hasDataset,mcro_modelcard123-Dataset
mcro_kokoro82M,mcro_hasTrainingData,mcro_kokoro82M-TrainingData
mcro_mobilenetv3small100lambin1k-ModelDetail,mcro_hasCitation,mcro_mobilenetv3small100lambin1k-Citation
mcro_openvla7b,mcro_hasModelDetail,mcro_openvla7b-ModelDetail
mcro_mmlwretrievalrobertalarge,mcro_hasDataset,mcro_mmlwretrievalrobertalarge-DatasetInformationSection
mcro_bertmultilingualbasemodelcased,mcro_hasUseCase,mcro_bertmultilingualbasemodelcased-UseCase
mcro_mmlwretrievalrobertalarge,mcro_hasCitation,mcro_mmlwretrievalrobertalarge-CitationInformationSection
mcro_Falconsainsfwimagedetection-ModelDetail,mcro_hasLicense,mcro_Falconsainsfwimagedetection-License
mcro_mobilevitsmall-ModelDetail,mcro_hasModelArchitecture,mcro_mobilevitsmall-Architecture
mcro_facebookwav2vec2base960h-ModelDetail,mcro_hasCitation,mcro_facebookwav2vec2base960h-Citation
mcro_Inteldptlarge,mcro_hasCitation,mcro_Inteldptlarge-Citation
mcro_mask2former,mcro_hasModelArchitecture,mcro_mask2former-ModelArchitectureInformationSection
mcro_blackforestlabsFLUX1dev,mcro_hasLimitation,mcro_blackforestlabsFLUX1dev-Limitation
mcro_bert-base-uncased,mcro_hasModelArchitecture,mcro_bert-base-uncased-Arch
mcro_indonesianrobertabaseposptagger,mcro_hasDataset,mcro_indonesianrobertabaseposptagger-Dataset
mcro_tsmatzxlmrobertanerjapanese,mcro_hasUseCase,mcro_tsmatzxlmrobertanerjapanese-UseCaseInformationSection
mcro_owlv2,mcro_hasModelDetail,mcro_owlv2-ModelDetails
mcro_mimi,mcro_hasIntendedUseCase,mcro_mimi-IntendedUseCase
mcro_t53b,mcro_hasDataset,mcro_t53b-Dataset
mcro_Salesforceblipvqacapfiltlarge-Consideration,mcro_hasEthicalConsideration,mcro_Salesforceblipvqacapfiltlarge-EthicalConsideration
mcro_bertbasechinese,mcro_hasModelParameter,mcro_bertbasechinese-ModelParameter
mcro_flan-t5-base,mcro_hasEvaluationData,mcro_flan-t5-base-EvaluationData
mcro_metallamaLlama31-ModelDetail,mcro_hasModelArchitecture,mcro_metallamaLlama31-ModelArchitecture
mcro_llavahfllava157bhf,mcro_hasModelDetail,mcro_llavahfllava157bhf-ModelDetail
mcro_deepseekaiDeepSeekV3-ModelDetail,mcro_hasLicense,mcro_deepseekaiDeepSeekV3-License
mcro_sentencetransformersparaphrasexlmrmultilingualv1,mcro_hasUseCase,mcro_sentencetransformersparaphrasexlmrmultilingualv1-UseCaseInformationSection
mcro_t5large-ModelDetail,mcro_hasCitation,mcro_t5large-Citation
mcro_metallamaLlama3211BVisionInstruct,mcro_hasIntendedUseCaseInformation,mcro_metallamaLlama3211BVisionInstruct-IntendedUse
mcro_wavlmbaseplus-ModelDetail,mcro_hasLicense,mcro_wavlmbaseplus-License
mcro_gemma3-ModelDetail,mcro_hasCitation,mcro_gemma3-Citation
mcro_facebookcontriever,mcro_hasUseCase,mcro_facebookcontriever-UseCaseInformationSection
mcro_faceparsing-ModelDetail,mcro_hasModelArchitecture,mcro_faceparsing-Architecture
mcro_ibmgranitegranite318binstruct,mcro_hasModelDetail,mcro_ibmgranitegranite318binstruct-ModelDetail
mcro_intfloatmultilinguale5largeinstruct,mcro_hasCitation,mcro_intfloatmultilinguale5largeinstruct-Citation
mcro_allrobertalargev1,mcro_hasModelArchitecture,mcro_allrobertalargev1-ModelArchitectureInformationSection
mcro_lmmslabLLaVAVideo7BQwen2,mcro_hasModelDetail,mcro_lmmslabLLaVAVideo7BQwen2-ModelDetail
mcro_gemma2,mcro_hasLicense,mcro_gemma2-License
mcro_crossencodermsmarcoMiniLML12v2,mcro_hasUseCase,mcro_crossencodermsmarcoMiniLML12v2-UseCase
mcro_XenovaallMiniLML6v2,mcro_hasUseCase,mcro_XenovaallMiniLML6v2-UseCaseInformationSection
mcro_Salesforcecodet5basemultisum,mcro_hasDataset,mcro_Salesforcecodet5basemultisum-Dataset
mcro_AlibabaNLPgtemultilingualbase,mcro_hasUseCase,mcro_AlibabaNLPgtemultilingualbase-UseCase
mcro_microsoftPhi35miniinstruct,mcro_hasModelParameter,mcro_microsoftPhi35miniinstruct-ModelParameter
mcro_modelcard123,mcro_hasCitation,mcro_modelcard123-Citation
mcro_stablediffusioninpaintingmodelcard-ModelDetailSection,mcro_hasCitation,mcro_stablediffusioninpaintingmodelcard-CitationInformationSection
mcro_gtelargeenv15,mcro_hasUseCase,mcro_gtelargeenv15-UseCase
mcro_sentencetransformersmultiqampnetbasedotv1,mcro_hasModelDetail,mcro_sentencetransformersmultiqampnetbasedotv1-ModelDetailSection
mcro_AlibabaNLPgtebaseenv15,mcro_hasModelParameter,mcro_AlibabaNLPgtebaseenv15-ModelParameter
mcro_bertbasemodelcased-ModelDetail,mcro_hasArchitecture,mcro_bertbasemodelcased-Architecture
mcro_facebookmusicgenmedium-ModelDetail,mcro_hasCitation,mcro_facebookmusicgenmedium-Citation
mcro_rorshark-vit-base,mcro_hasModelDetail,mcro_rorshark-vit-base-ModelDetail
mcro_QwenQwen2VL7BInstruct,mcro_hasUseCase,mcro_QwenQwen2VL7BInstruct-UseCase
mcro_vit_base_patch16_224.augreg2_in21k_ft_in1k,mcro_hasModelDetail,mcro_vit_base_patch16_224.augreg2_in21k_ft_in1k-ModelDetail
mcro_ChatGLM2-6B,mcro_hasModelArchitecture,mcro_ChatGLM2-6B-Arch
mcro_WhereIsAIUAELargeV1,mcro_hasUseCase,mcro_WhereIsAIUAELargeV1-UseCase
mcro_variousmodels,mcro_hasUseCase,mcro_variousmodels-UseCaseInformationSection
mcro_googleelectrasmalldiscriminator,mcro_hasModelDetail,mcro_googleelectrasmalldiscriminator-ModelDetail
mcro_bertbaseuncased,mcro_hasIntendedUseCase,mcro_bertbaseuncased-UseCase
mcro_example_model,mcro_hasUseCase,mcro_example_model-UseCase
mcro_pyannotespeakerdiarization30,mcro_hasConsideration,mcro_pyannotespeakerdiarization30-Consideration
mcro_InternVL378B,mcro_hasModelArchitecture,mcro_InternVL378B-ModelArchitecture
mcro_QwenQwen25VL7BInstruct,mcro_hasCitation,mcro_QwenQwen25VL7BInstruct-Citation
mcro_HuggingFaceH4zephyr7bbeta,mcro_hasCitation,mcro_HuggingFaceH4zephyr7bbeta-Citation
mcro_Falconsainsfwimagedetection,mcro_hasUseCase,mcro_Falconsainsfwimagedetection-UseCase
mcro_segformerb2finetunedforclothessegmentation,mcro_hasDataset,mcro_segformerb2finetunedforclothessegmentation-DatasetInformationSection
mcro_unik3d,mcro_hasReference,mcro_unik3d-ReferenceInformationSection
mcro_BAAIbgem3,mcro_hasUseCase,mcro_BAAIbgem3-UseCase
mcro_IDEAResearchgroundingdinotiny,mcro_hasModelArchitecture,mcro_IDEAResearchgroundingdinotiny-ModelArchitecture
mcro_wavlmbaseplus,mcro_hasModelDetail,mcro_wavlmbaseplus-ModelDetail
mcro_VitTinyVitSmall,mcro_hasModelArchitecture,mcro_VitTinyVitSmall-ModelArchitecture
mcro_Inteldptlarge,mcro_hasUseCase,mcro_Inteldptlarge-UseCase
mcro_canary1bflash,mcro_hasDataset,mcro_canary1bflash-DatasetInformationSection
mcro_speechbrainspkrececapavoxceleb-ModelDetail,mcro_hasCitation,mcro_speechbrainspkrececapavoxceleb-Citation-SpeechBrain
mcro_tabletransformerpretrainedfortablestructurerecognition,mcro_hasIntendedUseCase,mcro_tabletransformerpretrainedfortablestructurerecognition-UseCase
mcro_unslothQwen2505BInstructbnb4bit,mcro_hasModelArchitecture,mcro_unslothQwen2505BInstructbnb4bit-ModelArchitecture
mcro_facebookesm2t363BUR50D,mcro_hasUseCase,mcro_facebookesm2t363BUR50D-UseCaseInformationSection
mcro_Qwen2505B,mcro_hasUseCase,mcro_Qwen2505B-UseCase
mcro_snunlpKRSBERTV40KklueNLIaugSTS-ModelDetail,mcro_hasLicense,mcro_snunlpKRSBERTV40KklueNLIaugSTS-License
mcro_Qwen2505BInstruct,mcro_hasDataset,mcro_Qwen2505BInstruct-Dataset
mcro_hallucinationevaluationmodel,mcro_hasLicense,mcro_hallucinationevaluationmodel-LicenseInformationSection
mcro_jonatasgrosmanwav2vec2largexlsr53persian,mcro_hasDataset,mcro_jonatasgrosmanwav2vec2largexlsr53persian-Dataset
mcro_llama32CollectionOfMultilingualLargeLanguageModelsLlms,mcro_hasUseCase,mcro_llama32CollectionOfMultilingualLargeLanguageModelsLlms-UseCase
mcro_jonatasgrosmanwav2vec2largexlsr53dutch,mcro_hasDataset,mcro_jonatasgrosmanwav2vec2largexlsr53dutch-Dataset2
mcro_AlibabaNLPgtebaseenv15-Dataset,mcro_hasTrainingData,mcro_AlibabaNLPgtebaseenv15-TrainingData
mcro_mistralaiMixtral8x7BInstructv01,mcro_hasLimitation,mcro_mistralaiMixtral8x7BInstructv01-LimitationSection
mcro_sat-3l-sm,mcro_hasCitation,mcro_sat-3l-sm-CitationInformationSection
mcro_llavahfllava157bhf-ModelDetail,mcro_hasModelArchitectureInformation,mcro_llavahfllava157bhf-ModelArchitectureInformation
mcro_Qwen306B,mcro_hasCitation,mcro_Qwen306B-Citation
mcro_mistralaiMixtral8x7BInstructv01-ModelDetailSection,mcro_hasLicense,mcro_mistralaiMixtral8x7BInstructv01-LicenseSection
mcro_jonatasgrosmanwav2vec2largexlsr53arabic,mcro_hasModelArchitecture,mcro_jonatasgrosmanwav2vec2largexlsr53arabic-ModelArchitecture
mcro_snunlpKRSBERTV40KklueNLIaugSTS,mcro_hasUseCase,mcro_snunlpKRSBERTV40KklueNLIaugSTS-UseCase
mcro_facebookmmslid256,mcro_hasDataset,mcro_facebookmmslid256-Dataset
mcro_rbhatia46financialragmatryoshka-ModelDetail,mcro_hasArchitecture,mcro_rbhatia46financialragmatryoshka-Architecture
mcro_chronosbolttiny,mcro_hasLicense,mcro_chronosbolttiny-License
mcro_efficientnet_b0.ra_in1k-ModelDetail,mcro_hasDataset,mcro_efficientnet_b0.ra_in1k-Dataset
mcro_text-detection-model-for-surya,mcro_hasModelArchitecture,mcro_text-detection-model-for-surya-ModelArchitecture
mcro_myshellaiMeloTTS,mcro_hasUseCase,mcro_myshellaiMeloTTS-UseCase
mcro_cambridgeltlSapBERTfromPubMedBERTfulltextmeantoken,mcro_hasDataset,mcro_cambridgeltlSapBERTfromPubMedBERTfulltextmeantoken-Dataset
mcro_Salesforceblipvqacapfiltlarge,mcro_hasUseCase,mcro_Salesforceblipvqacapfiltlarge-UseCase
mcro_trocrbasesroie,mcro_hasUseCase,mcro_trocrbasesroie-UseCaseInformationSection
mcro_NLLB200,mcro_hasTrainingData,mcro_NLLB200-TrainingData
mcro_multilinguale5large,mcro_hasDataset,mcro_multilinguale5large-TrainingDetails
mcro_deepseekaiDeepSeekR10528,mcro_hasModelArchitecture,mcro_deepseekaiDeepSeekR10528-ModelArchitecture
mcro_Stablediffusionv14ModelCard-ModelDetailSection,mcro_hasModelArchitecture,mcro_Stablediffusionv14ModelCard-ModelArchitecture
mcro_Qwen2505BInstruct,mcro_hasModelDetail,mcro_Qwen2505BInstruct-ModelDetailSection
mcro_EmergentMethodsglinermediumnewsv21-ModelDetail,mcro_hasLicense,mcro_EmergentMethodsglinermediumnewsv21-License
mcro_wav2vec2xlsr300mhebrew,mcro_hasIntendedUseCase,mcro_wav2vec2xlsr300mhebrew-UseCaseInformationSection
mcro_chronosboltmini,mcro_hasCitation,mcro_chronosboltmini-Citation
mcro_microsoftPhi4multimodalinstruct-ModelDetail,mcro_hasModelArchitecture,mcro_microsoftPhi4multimodalinstruct-ModelArchitecture
mcro_fasttextlanguageidentification-ModelDetail,mcro_hasCitation,mcro_fasttextlanguageidentification-Citation
mcro_bertbasemodelcased,mcro_hasEvaluationData,mcro_bertbasemodelcased-EvaluationData
mcro_LTXVideo,mcro_hasConsideration,mcro_LTXVideo-Consideration
mcro_bartlargesizedmodelfinetunedoncnndailymail,mcro_hasIntendedUseCase,mcro_bartlargesizedmodelfinetunedoncnndailymail-IntendedUseCase
mcro_gpt2medium,mcro_hasTrainingData,mcro_gpt2medium-TrainingData
mcro_BEiTbasesizedmodelfinetunedonImageNet22k,mcro_hasDataset,mcro_BEiTbasesizedmodelfinetunedonImageNet22k-TrainingDataInformationSection
mcro_Distilbertbasemultilingualcasednerhrl,mcro_hasDataset,mcro_Distilbertbasemultilingualcasednerhrl-Dataset
mcro_Protbertmodel-ModelDetail,mcro_hasLicense,mcro_Protbertmodel-LicenseInformationSection
mcro_mobilevitsmall,mcro_hasUseCase,mcro_mobilevitsmall-UseCase
mcro_fasttextlanguageidentification,mcro_hasModelDetail,mcro_fasttextlanguageidentification-ModelDetail
mcro_ModelCardReport,mcro_hasModelArchitecture,mcro_ModelCardReport-ModelArchitectureInformationSection
mcro_resnet18a1in1k-ModelDetail,mcro_hasCitation,mcro_resnet18a1in1k-Citation3
mcro_BiomedParse,mcro_hasDataSpecification,mcro_BiomedParse-DataSpecificationSection
mcro_FinBERT-ModelDetail,mcro_hasCitation,mcro_FinBERT-Citation
mcro_legalbertTheMuppetsStraightOutOfLawSchool,mcro_hasDataset,mcro_legalbertTheMuppetsStraightOutOfLawSchool-DatasetInformationSection
mcro_RobertaLargeMnli,mcro_hasCitation,mcro_RobertaLargeMnli-Citation
mcro_metaLlama31Instruct,mcro_hasTrainingData,mcro_metaLlama31Instruct-TrainingData
mcro_distilbertbasemultilingualcased,mcro_hasModelDetail,mcro_distilbertbasemultilingualcased-ModelDetail
mcro_bertbaseNER,mcro_hasModelDetail,mcro_bertbaseNER-ModelDetail
mcro_FlagEmbedding,mcro_hasLicense,mcro_FlagEmbedding-LicenseInformationSection
mcro_QwenQwen25VL3BInstruct,mcro_hasModelArchitecture,mcro_QwenQwen25VL3BInstruct-ModelArchitecture
mcro_Bertbasemultilingualcasednerhrl,mcro_hasIntendedUseCase,mcro_Bertbasemultilingualcasednerhrl-IntendedUseCase
mcro_phi4,mcro_hasCitation,mcro_phi4-Citation
mcro_opusmtruen-ModelDetail,mcro_hasCitation,mcro_opusmtruen-Citation
mcro_sentencetransformersmsmarcodistilbertbasev4,mcro_hasCitation,mcro_sentencetransformersmsmarcodistilbertbasev4-CitationInformationSection
mcro_Stablediffusionv14ModelCard,mcro_hasModelDetail,mcro_Stablediffusionv14ModelCard-ModelDetailSection
mcro_patrickjohncyhfashionclip-ModelDetail,mcro_hasCitation,mcro_patrickjohncyhfashionclip-Citation
mcro_deepseekaiDeepSeekR1DistillQwen7B,mcro_hasArchitecture,mcro_deepseekaiDeepSeekR1DistillQwen7B-Architecture
mcro_bigvganv244khz128band512x,mcro_hasCitation,mcro_bigvganv244khz128band512x-CitationInformationSection
mcro_gte-base,mcro_hasCitation,mcro_gte-base-CitationInformationSection
mcro_allMiniLML6v2,mcro_hasModelArchitecture,mcro_allMiniLML6v2-ModelArchitectureInformationSection
mcro_whisperlargev3-ModelDetail,mcro_hasCitation,mcro_whisperlargev3-Citation
mcro_doclingmodels,mcro_hasUseCase,mcro_doclingmodels-UseCase
mcro_bigvganv222khz80band256x,mcro_hasModelArchitecture,mcro_bigvganv222khz80band256x-ModelArchitecture
mcro_metaLlama32Collection,mcro_hasDataset,mcro_metaLlama32Collection-DatasetInformationSection
mcro_vitmatte-model-ModelDetail,mcro_hasModelArchitecture,mcro_vitmatte-model-ModelArchitectureInformationSection
